Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R00021_c	2 C00025_c + 2 C00139_c  <=> C00026_c + C00064_c + 2 C00080_c + 2 C00138_c 	PBANKA_1014100	-50.00	 50.00	  0.00
R00086_c	C00001_c + C00002_c  -> C00008_c + C00009_c + C00080_c 	PBANKA_0312700 or PBANKA_0710800 or PBANKA_0942700 or PBANKA_0609800 or PBANKA_1014800 or PBANKA_0514100 or PBANKA_0818600 or PBANKA_1140200 or PBANKA_1446300 or PBANKA_1024100 or PBANKA_1444500 or PBANKA_1344100 or PBANKA_0908500 or PBANKA_0416500	  0.00	 50.00	  0.00
R00093_c	C00003_c + 2 C00025_c  <=> C00004_c + C00026_c + C00064_c + C00080_c 	PBANKA_1009500	-50.00	 50.00	  0.00
R00094_c	C00003_c + 2 C00051_c  <=> C00004_c + C00080_c + C00127_c 	PBANKA_1023400 or PBANKA_0824700	-50.00	 50.00	  0.00
R00100_c	C00004_c + 2 C00996_c  <=> C00003_c + C00080_c + 2 C00999_c 	PBANKA_1143400	-50.00	 50.00	  0.00
R00112_c	C00003_c + C00005_c  <=> C00004_c + C00006_c 	PBANKA_1317200	-50.00	 50.00	  0.00
R00114_c	C00006_c + 2 C00025_c  <=> C00005_c + C00026_c + C00064_c + C00080_c 	PBANKA_1009500	-50.00	 50.00	  0.00
R00115_c	C00005_c + C00080_c + C00127_c  <=> C00006_c + 2 C00051_c 	PBANKA_1023400 or PBANKA_0824700	-50.00	 50.00	  0.00
R00127_c	C00002_c + C00020_c  <=> 2 C00008_c 	PBANKA_1207200 or PBANKA_0202800	-50.00	 50.00	  0.00
R00130_c	C00002_c + C00882_c  -> C00008_c + C00010_c 	PBANKA_1307600	  0.00	 50.00	  0.00
R00149_c	C00001_c + 2 C00002_c + C00011_c + C00014_c  -> 2 C00008_c + C00009_c + 2 C00080_c + C00169_c 	PBANKA_1406700	  0.00	 50.00	  0.00
R00156_c	C00002_c + C00015_c  <=> C00008_c + C00075_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R00158_c	C00002_c + C00105_c  <=> C00008_c + C00015_c 	PBANKA_0202300	-50.00	 50.00	  0.00
R00161_c	C00002_c + C00061_c  -> C00013_c + C00016_c 	PBANKA_1213400	  0.00	 50.00	  0.00
R00177_c	C00009_c + C00013_c + C00019_c  <=> C00001_c + C00002_c + C00073_c 	PBANKA_0823100	-50.00	  0.00	  0.00
R00181_c	C00001_c + C00020_c + C00080_c  -> C00014_c + C00130_c 	PBANKA_1344400	  0.00	 50.00	  0.00
R00190_c	C00013_c + C00020_c  <=> C00119_c + C00147_c 	PBANKA_1210800	-50.00	 50.00	  0.00
R00191_c	C00001_c + C00575_c  -> C00020_c 	PBANKA_1419800 or PBANKA_1419900 or PBANKA_0607900 or PBANKA_1333700	  0.00	 50.00	  0.00
R00192_c	C00001_c + C00021_c  -> C00155_c + C00212_c 	PBANKA_1235600	  0.00	 50.00	  0.00
R00200_c	C00002_c + C00022_c  <=> C00008_c + C00074_c 	PBANKA_1125600	-50.00	  0.00	  0.00
R00229_c	C00002_c + C00010_c + C00033_c  -> C00008_c + C00009_c + C00024_c 	PBANKA_0611100	  0.00	 50.00	  0.00
R00235_c	C00002_c + C00010_c + C00033_c + C00080_c  -> C00013_c + C00020_c + C00024_c 	PBANKA_1126500	  0.00	 50.00	  0.00
R00236_c	C00010_c + C05993_c  -> C00020_c + C00024_c 	PBANKA_1126500	  0.00	 50.00	  0.00
R00243_c	C00001_c + C00003_c + C00025_c  <=> C00004_c + C00014_c + C00026_c + C00080_c 	putative_PBANKA_1228200	-50.00	 50.00	  0.00
R00248_c	C00001_c + C00006_c + C00025_c  <=> C00005_c + C00014_c + C00026_c + C00080_c 	PBANKA_1026200	-50.00	 50.00	  0.00
R00257_c	C00001_c + C00002_c + C00064_c + C00857_c  -> C00003_c + C00013_c + C00020_c + C00025_c 	PBANKA_0827500	  0.00	 50.00	  0.00
R00299_c	C00002_c + C00031_c  <=> C00008_c + C00092_c 	PBANKA_1122900	-50.00	 50.00	  0.00
R00316_c	C00002_c + C00033_c + C00080_c  -> C00013_c + C05993_c 	PBANKA_1126500	  0.00	 50.00	  0.00
R00330_c	C00002_c + C00035_c  <=> C00008_c + C00044_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R00341_c	C00002_c + C00036_c + C00080_c  -> C00008_c + C00011_c + C00074_c 	PBANKA_1355900	  0.00	 50.00	  0.00
R00345_c	C00009_c + C00036_c + 2 C00080_c  <=> C00001_c + C00011_c + C00074_c 	PBANKA_1017900	-50.00	 50.00	  0.00
R00355_c	C00026_c + C00049_c  <=> C00025_c + C00036_c 	PBANKA_0302300	-50.00	 50.00	  0.00
R00416_c	C00075_c + C04501_c  -> C00013_c + C00043_c 	PBANKA_1356600	  0.00	 50.00	  0.00
R00430_c	C00022_c + C00044_c  <=> C00035_c + C00074_c 	PBANKA_1125600	-50.00	  0.00	  0.00
R00434_c	C00044_c  -> C00013_c + C00942_c 	PBANKA_0910300 or PBANKA_1136700	  0.00	 50.00	  0.00
R00462_c	C00047_c + C00080_c  -> C00011_c + C01672_c 	PBANKA_1003400	  0.00	 50.00	  0.00
R00497_c	C00002_c + C00037_c + C00669_c  -> C00008_c + C00009_c + C00051_c + C00080_c 	PBANKA_1111800	  0.00	 50.00	  0.00
R00512_c	C00002_c + C00055_c  <=> C00008_c + C00112_c 	PBANKA_0202300	-50.00	 50.00	  0.00
R00529_c	C00002_c + C00059_c + C00080_c  -> C00013_c + C00224_c 	PBANKA_1133300 or PBANKA_1133400 or PBANKA_0924900	  0.00	 50.00	  0.00
R00549_c	C00002_c + C00255_c  -> C00008_c + C00061_c 	PBANKA_1135400	  0.00	 50.00	  0.00
R00551_c	C00001_c + C00062_c  -> C00077_c + C00086_c 	PBANKA_0414800	  0.00	 50.00	  0.00
R00570_c	C00002_c + C00112_c  <=> C00008_c + C00063_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R00571_c	C00002_c + C00014_c + C00075_c  <=> C00008_c + C00009_c + C00063_c + 2 C00080_c 	PBANKA_1032300	-50.00	 50.00	  0.00
R00573_c	C00001_c + C00002_c + C00064_c + C00075_c  <=> C00008_c + C00009_c + C00025_c + C00063_c + 2 C00080_c 	PBANKA_1032300	-50.00	 50.00	  0.00
R00575_c	C00001_c + 2 C00002_c + C00064_c + C00288_c  <=> 2 C00008_c + C00009_c + C00025_c + C00080_c + C00169_c 	PBANKA_1406700	-50.00	 50.00	  0.00
R00578_c	C00001_c + C00002_c + C00049_c + C00064_c  <=> C00013_c + C00020_c + C00025_c + C00152_c 	PBANKA_0407600	-50.00	 50.00	  0.00
R00602_c	C00027_c + C00132_c  <=> 2 C00001_c + C00067_c 	PBANKA_1228000	-50.00	 50.00	  0.00
R00616_c	C00002_c + C00068_c  -> C00008_c + C03028_c 	PBANKA_0825200	  0.00	 50.00	  0.00
R00619_c	C00002_c + C00378_c  -> C00020_c + C00068_c 	PBANKA_0825200	  0.00	 50.00	  0.00
R00658_c	C00631_c  <=> C00001_c + C00074_c 	PBANKA_1214300	-50.00	 50.00	  0.00
R00667_c	C00026_c + C00077_c  <=> C00025_c + C01165_c 	PBANKA_0107400	-50.00	 50.00	  0.00
R00670_c	C00077_c + C00080_c  -> C00011_c + C00134_c 	PBANKA_0516900	  0.00	 50.00	  0.00
R00694_c	C00026_c + C00079_c  <=> C00025_c + C00166_c 	PBANKA_0302300	-50.00	 50.00	  0.00
R00722_c	C00002_c + C00104_c  <=> C00008_c + C00081_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R00734_c	C00026_c + C00082_c  <=> C00025_c + C01179_c 	PBANKA_0302300	-50.00	 50.00	  0.00
R00765_c	C00001_c + C00352_c  -> C00014_c + C00085_c 	PBANKA_1343800	  0.00	 50.00	  0.00
R00768_c	C00064_c + C00085_c  <=> C00025_c + C00352_c 	PBANKA_0509300	-50.00	 50.00	  0.00
R00867_c	C00002_c + C00095_c  -> C00008_c + C00085_c 	PBANKA_1122900	  0.00	 50.00	  0.00
R00885_c	C00044_c + C00636_c  -> C00013_c + C00096_c 	PBANKA_1022300	  0.00	 50.00	  0.00
R00888_c	C00096_c  <=> C00001_c + C01222_c 	PBANKA_1423700	-50.00	 50.00	  0.00
R00894_c	C00002_c + C00025_c + C00097_c  -> C00008_c + C00009_c + C00080_c + C00669_c 	PBANKA_0819800	  0.00	 50.00	  0.00
R00896_c	C00026_c + C00097_c  <=> C00302_c + C00957_c 	PBANKA_0302300	-50.00	 50.00	  0.00
R00899_c	C00001_c + C01419_c  -> C00037_c + C00097_c 	PBANKA_1309900	  0.00	 50.00	  0.00
R00920_c	C00002_c + C00010_c + C00163_c  -> C00008_c + C00009_c + C00100_c 	PBANKA_0611100	  0.00	 50.00	  0.00
R00926_c	C00010_c + C05983_c  <=> C00020_c + C00100_c 	PBANKA_1126500	-50.00	 50.00	  0.00
R00936_c	C00003_c + C00101_c  <=> C00004_c + C00080_c + C00415_c 	PBANKA_0719300	-50.00	 50.00	  0.00
R00937_c	2 C00003_c + C00101_c  <=> 2 C00004_c + 2 C00080_c + C00504_c 	PBANKA_0719300	-50.00	 50.00	  0.00
R00939_c	C00006_c + C00101_c  <=> C00005_c + C00080_c + C00415_c 	PBANKA_0719300	-50.00	 50.00	  0.00
R00940_c	2 C00006_c + C00101_c  <=> 2 C00005_c + 2 C00080_c + C00504_c 	PBANKA_0719300	-50.00	 50.00	  0.00
R00942_c	C00002_c + C00025_c + C00101_c  -> C00008_c + C00009_c + C00080_c + C09332_c 	PBANKA_1340000	  0.00	 50.00	  0.00
R00945_c	C00001_c + C00037_c + C00143_c  <=> C00065_c + C00101_c 	PBANKA_1450200	-50.00	 50.00	  0.00
R00965_c	C00080_c + C01103_c  -> C00011_c + C00105_c 	PBANKA_0507400	  0.00	 50.00	  0.00
R01015_c	C00118_c  <=> C00111_c 	PBANKA_0806500	-50.00	 50.00	  0.00
R01021_c	C00002_c + C00114_c  -> C00008_c + C00588_c 	PBANKA_1040100	  0.00	 50.00	  0.00
R01049_c	C00002_c + C00117_c  -> C00020_c + C00119_c 	PBANKA_1340300 or PBANKA_1343000	  0.00	 50.00	  0.00
R01055_c	C00106_c + C00117_c  <=> C00001_c + C01168_c 	PBANKA_1442600	-50.00	 50.00	  0.00
R01056_c	C00117_c  <=> C00199_c 	PBANKA_1114200	-50.00	 50.00	  0.00
R01057_c	C00620_c  <=> C00117_c 	PBANKA_1210900 or putative_PBANKA_0715500	-50.00	 50.00	  0.00
R01061_c	C00003_c + C00009_c + C00118_c  <=> C00004_c + C00236_c 	PBANKA_1326400	-50.00	 50.00	  0.00
R01066_c	C00673_c  <=> C00084_c + C00118_c 	PBANKA_0505800	-50.00	 50.00	  0.00
R01067_c	C00085_c + C00118_c  <=> C00231_c + C00279_c 	PBANKA_0109100	-50.00	 50.00	  0.00
R01068_c	C00354_c  <=> C00111_c + C00118_c 	PBANKA_1308600	-50.00	 50.00	  0.00
R01083_c	C03794_c  <=> C00020_c + C00122_c 	PBANKA_0304300	-50.00	 50.00	  0.00
R01130_c	C00001_c + C00003_c + C00130_c  -> C00004_c + C00080_c + C00655_c 	PBANKA_0821700	  0.00	 50.00	  0.00
R01132_c	C00013_c + C00130_c  <=> C00119_c + C00262_c 	PBANKA_1210800	-50.00	 50.00	  0.00
R01135_c	C00044_c + C00049_c + C00130_c  -> C00009_c + C00035_c + 2 C00080_c + C03794_c 	PBANKA_1131100	  0.00	 50.00	  0.00
R01137_c	C00002_c + C00206_c  <=> C00008_c + C00131_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R01138_c	C00022_c + C00131_c  <=> C00074_c + C00206_c 	PBANKA_1125600	-50.00	  0.00	  0.00
R01229_c	C00013_c + C00144_c  <=> C00119_c + C00242_c 	PBANKA_1210800	-50.00	 50.00	  0.00
R01230_c	C00002_c + C00014_c + C00655_c  -> C00013_c + C00020_c + C00080_c + C00144_c 	PBANKA_1211000	  0.00	 50.00	  0.00
R01231_c	C00001_c + C00002_c + C00064_c + C00655_c  -> C00013_c + C00020_c + C00025_c + C00080_c + C00144_c 	PBANKA_1211000	  0.00	 50.00	  0.00
R01234_c	C00001_c + C00942_c  -> C00144_c 	PBANKA_1419800 or PBANKA_1419900 or PBANKA_0607900 or PBANKA_1333700	  0.00	 50.00	  0.00
R01248_c	C00003_c + C00148_c  <=> C00004_c + C00080_c + C03912_c 	PBANKA_1134200	-50.00	 50.00	  0.00
R01251_c	C00006_c + C00148_c  <=> C00005_c + C00080_c + C03912_c 	PBANKA_1134200	-50.00	 50.00	  0.00
R01280_c	C00002_c + C00010_c + C00080_c + C00249_c  -> C00013_c + C00020_c + C00154_c 	PBANKA_1239900 or PBANKA_0311800	  0.00	 50.00	  0.00
R01324_c	C00158_c  <=> C00311_c 	PBANKA_1355200	-50.00	 50.00	  0.00
R01325_c	C00158_c  <=> C00001_c + C00417_c 	PBANKA_1355200	-50.00	 50.00	  0.00
R01326_c	C00002_c + C00159_c  -> C00008_c + C00275_c 	PBANKA_1122900	  0.00	 50.00	  0.00
R01354_c	C00002_c + C00080_c + C00163_c  <=> C00013_c + C05983_c 	PBANKA_1126500	-50.00	 50.00	  0.00
R01468_c	C00002_c + C00189_c  -> C00008_c + C00346_c 	PBANKA_0923700	  0.00	 50.00	  0.00
R01512_c	C00002_c + C00080_c + C00197_c  -> C00008_c + C00236_c 	PBANKA_0823400	  0.00	 50.00	  0.00
R01518_c	C00631_c  <=> C00197_c 	PBANKA_0928100	-50.00	 50.00	  0.00
R01528_c	C00006_c + C00345_c  -> C00005_c + C00011_c + C00199_c 	PBANKA_1318400	  0.00	 50.00	  0.00
R01529_c	C00199_c  <=> C00231_c 	PBANKA_1435100	-50.00	 50.00	  0.00
R01547_c	C00002_c + C00360_c  <=> C00008_c + C00206_c 	PBANKA_1207200 or PBANKA_0202800	-50.00	 50.00	  0.00
R01560_c	C00001_c + C00080_c + C00212_c  -> C00014_c + C00294_c 	PBANKA_0513600	  0.00	 50.00	  0.00
R01625_c	C00010_c + C03688_c  -> C00054_c + C00229_c 	PBANKA_0521600	  0.00	 50.00	  0.00
R01641_c	C00118_c + C05382_c  <=> C00117_c + C00231_c 	PBANKA_0109100	-50.00	 50.00	  0.00
R01658_c	C00129_c + C00235_c  <=> C00013_c + C00341_c 	PBANKA_0919800	-50.00	 50.00	  0.00
R01665_c	C00002_c + C00239_c  <=> C00008_c + C00705_c 	PBANKA_0202300	-50.00	 50.00	  0.00
R01714_c	C01269_c  <=> C00009_c + C00080_c + C00251_c 	PBANKA_1121900	-50.00	 50.00	  0.00
R01716_c	C00064_c + C00251_c  <=> C00025_c + C11355_c 	PBANKA_0823300	-50.00	 50.00	  0.00
R01724_c	C00013_c + C01185_c  <=> C00080_c + C00119_c + C00253_c 	PBANKA_1127700	-50.00	 50.00	  0.00
R01736_c	C00001_c + C03451_c  -> C00051_c + C00080_c + C00256_c 	PBANKA_1004000	  0.00	 50.00	  0.00
R01799_c	C00063_c + C00416_c  -> C00013_c + C00269_c 	PBANKA_1032600	  0.00	 50.00	  0.00
R01802_c	C00137_c + C00269_c  <=> C00055_c + C01194_c 	PBANKA_1414100	-50.00	 50.00	  0.00
R01829_c	C00447_c  <=> C00111_c + C00279_c 	PBANKA_1308600	-50.00	 50.00	  0.00
R01857_c	C00002_c + C00361_c  <=> C00008_c + C00286_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R01858_c	C00022_c + C00286_c  <=> C00074_c + C00361_c 	PBANKA_1125600	-50.00	  0.00	  0.00
R01870_c	C00013_c + C01103_c  <=> C00119_c + C00295_c 	PBANKA_1112400	-50.00	 50.00	  0.00
R01890_c	C00063_c + C00588_c  -> C00013_c + C00307_c 	PBANKA_1415100	  0.00	 50.00	  0.00
R01900_c	C00311_c  <=> C00001_c + C00417_c 	PBANKA_1355200	-50.00	 50.00	  0.00
R01920_c	C00134_c + C01137_c  <=> C00080_c + C00170_c + C00315_c 	PBANKA_0919300	-50.00	 50.00	  0.00
R01961_c	C00002_c + C00329_c  -> C00008_c + C00352_c 	PBANKA_1122900	  0.00	 50.00	  0.00
R02003_c	C00129_c + C00341_c  <=> C00013_c + C00448_c 	PBANKA_0919800	-50.00	 50.00	  0.00
R02016_c	C00005_c + C00080_c + C00343_c  <=> C00006_c + C00342_c 	PBANKA_1023400 or PBANKA_0824700	-50.00	 50.00	  0.00
R02017_c	C00001_c + C00206_c + C00343_c  <=> C00008_c + C00342_c 	PBANKA_0611600 and PBANKA_1036600	-50.00	  0.00	  0.00
R02019_c	C00001_c + C00343_c + C00361_c  <=> C00035_c + C00342_c 	PBANKA_0611600 and PBANKA_1036600	-50.00	  0.00	  0.00
R02024_c	C00001_c + C00343_c + C00705_c  <=> C00112_c + C00342_c 	PBANKA_0611600 and PBANKA_1036600	-50.00	  0.00	  0.00
R02030_c	C00269_c + C00344_c  -> C00055_c + C05980_c 	PBANKA_0108000	  0.00	 50.00	  0.00
R02035_c	C00001_c + C01236_c  -> C00080_c + C00345_c 	PBANKA_1317500	  0.00	 50.00	  0.00
R02038_c	C00063_c + C00346_c  -> C00013_c + C00570_c 	PBANKA_1360500	  0.00	 50.00	  0.00
R02093_c	C00002_c + C00363_c  <=> C00008_c + C00459_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R02094_c	C00002_c + C00364_c  <=> C00008_c + C00363_c 	PBANKA_1464200	-50.00	 50.00	  0.00
R02098_c	C00002_c + C00365_c  <=> C00008_c + C01346_c 	PBANKA_1464200	-50.00	 50.00	  0.00
R02101_c	C00143_c + C00365_c  <=> C00364_c + C00415_c 	PBANKA_0719300	-50.00	 50.00	  0.00
R02142_c	C00013_c + C00655_c  <=> C00119_c + C00385_c 	PBANKA_1210800	-50.00	 50.00	  0.00
R02235_c	C00003_c + C00415_c  <=> C00004_c + C00080_c + C00504_c 	PBANKA_0719300	-50.00	 50.00	  0.00
R02236_c	C00006_c + C00415_c  <=> C00005_c + C00080_c + C00504_c 	PBANKA_0719300	-50.00	 50.00	  0.00
R02237_c	C00002_c + C00025_c + C00921_c  -> C00008_c + C00009_c + C00080_c + C00415_c 	PBANKA_1340000	  0.00	 50.00	  0.00
R02320_c	C00022_c + C00201_c  -> C00074_c + C00454_c 	PBANKA_1125600	  0.00	  0.00	  0.00
R02326_c	C00002_c + C00705_c  <=> C00008_c + C00458_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R02331_c	C00002_c + C01346_c  <=> C00008_c + C00460_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R02422_c	C00001_c + C00499_c  -> C00086_c + C00603_c 	PBANKA_0213200 or PBANKA_1304400	  0.00	 50.00	  0.00
R02433_c	C00026_c + C00506_c  <=> C00025_c + C05528_c 	PBANKA_0302300	-50.00	 50.00	  0.00
R02556_c	C00001_c + C00080_c + C00559_c  -> C00014_c + C05512_c 	PBANKA_0513600	  0.00	 50.00	  0.00
R02568_c	C01094_c  <=> C00111_c + C00577_c 	PBANKA_1308600	-50.00	 50.00	  0.00
R02590_c	C00063_c + C00080_c + C06459_c  -> C00013_c + C05674_c 	PBANKA_1415100	  0.00	 50.00	  0.00
R02596_c	C00590_c  -> C15805_c 	PBANKA_1228000	  0.00	 50.00	  0.00
R02619_c	C00026_c + C00606_c  <=> C00025_c + C05527_c 	PBANKA_0302300	-50.00	 50.00	  0.00
R02740_c	C00092_c  <=> C00085_c 	PBANKA_1008800	-50.00	 50.00	  0.00
R02746_c	C00001_c + C04230_c  -> C00080_c + C00162_c + C00670_c 	PBANKA_1128100	  0.00	 50.00	  0.00
R02869_c	C00315_c + C01137_c  <=> C00080_c + C00170_c + C00750_c 	PBANKA_0919300	-50.00	 50.00	  0.00
R02918_c	C00002_c + C00080_c + C00082_c + C00787_c  -> C00013_c + C00020_c + C02839_c 	PBANKA_1222800 or PBANKA_0930500	  0.00	 50.00	  0.00
R03024_c	C00001_c + C03360_c  -> C00009_c + C00080_c + C00870_c 	PBANKA_1421300	  0.00	 50.00	  0.00
R03038_c	C00002_c + C00041_c + C00080_c + C01635_c  -> C00013_c + C00020_c + C00886_c 	PBANKA_1143600	  0.00	 50.00	  0.00
R03066_c	C00568_c + C01300_c  <=> C00001_c + C00921_c 	PBANKA_1426700	-50.00	 50.00	  0.00
R03067_c	C00568_c + C04807_c  <=> C00013_c + C00921_c 	PBANKA_1426700	-50.00	 50.00	  0.00
R03077_c	C00075_c + C03906_c  -> C00013_c + C00935_c 	PBANKA_1232300	  0.00	 50.00	  0.00
R03220_c	C00007_c + 2 C00080_c + C03263_c  -> 2 C00001_c + 2 C00011_c + C01079_c 	PBANKA_0906600	  0.00	 50.00	  0.00
R03291_c	C00003_c + C01157_c  <=> C00004_c + C00080_c + C04281_c 	PBANKA_1134200	-50.00	 50.00	  0.00
R03293_c	C00006_c + C01157_c  <=> C00005_c + C00080_c + C04281_c 	PBANKA_1134200	-50.00	 50.00	  0.00
R03361_c	C00002_c + C01194_c  -> C00008_c + C01277_c 	PBANKA_1109400 or PBANKA_0722000	  0.00	 50.00	  0.00
R03362_c	C00002_c + C01194_c  -> C00008_c + C04549_c 	PBANKA_1114900	  0.00	 50.00	  0.00
R03409_c	C00001_c + C04494_c  -> C00009_c + C00080_c + C01228_c 	PBANKA_1039900	  0.00	 50.00	  0.00
R03435_c	C00001_c + C04637_c  -> C00641_c + C01245_c 	PBANKA_1211900	  0.00	 50.00	  0.00
R03530_c	C00002_c + C01344_c  <=> C00008_c + C01345_c 	PBANKA_1142400 or PBANKA_0104400	-50.00	 50.00	  0.00
R03595_c	C00001_c + C00002_c + C01528_c  -> C00009_c + C00020_c + 2 C00080_c + C05172_c 	PBANKA_0811600	  0.00	 50.00	  0.00
R03596_c	3 C00001_c + 3 C00006_c + C01528_c  -> 3 C00005_c + 5 C00080_c + C05684_c 	PBANKA_1023400 or PBANKA_0824700	  0.00	 50.00	  0.00
R03646_c	C00002_c + C00062_c + C00080_c + C01636_c  -> C00013_c + C00020_c + C02163_c 	PBANKA_1434200	  0.00	 50.00	  0.00
R03648_c	C00002_c + C00080_c + C00152_c + C01637_c  -> C00013_c + C00020_c + C03402_c 	PBANKA_0308600 or PBANKA_1109200	  0.00	 50.00	  0.00
R03650_c	C00002_c + C00080_c + C00097_c + C01639_c  -> C00013_c + C00020_c + C03125_c 	PBANKA_1213600	  0.00	 50.00	  0.00
R03652_c	C00002_c + C00064_c + C00080_c + C01640_c  -> C00013_c + C00020_c + C02282_c 	PBANKA_1346600	  0.00	 50.00	  0.00
R03654_c	C00002_c + C00037_c + C00080_c + C01642_c  -> C00013_c + C00020_c + C02412_c 	PBANKA_1022800	  0.00	 50.00	  0.00
R03655_c	C00002_c + C00080_c + C00135_c + C01643_c  -> C00013_c + C00020_c + C02988_c 	PBANKA_1308900	  0.00	 50.00	  0.00
R03656_c	C00002_c + C00080_c + C00407_c + C01644_c  -> C00013_c + C00020_c + C03127_c 	PBANKA_1347700	  0.00	 50.00	  0.00
R03657_c	C00002_c + C00080_c + C00123_c + C01645_c  -> C00013_c + C00020_c + C02047_c 	PBANKA_1121700	  0.00	 50.00	  0.00
R03658_c	C00002_c + C00047_c + C01646_c  -> C00013_c + C00020_c + C01931_c 	PBANKA_1362900	  0.00	 50.00	  0.00
R03659_c	C00002_c + C00073_c + C00080_c + C01647_c  -> C00013_c + C00020_c + C02430_c 	PBANKA_0518700	  0.00	 50.00	  0.00
R03660_c	C00002_c + C00079_c + C00080_c + C01648_c  -> C00013_c + C00020_c + C03511_c 	PBANKA_0203800 and PBANKA_0102500 and PBANKA_0942900	  0.00	 50.00	  0.00
R03661_c	C00002_c + C00080_c + C00148_c + C01649_c  -> C00013_c + C00020_c + C02702_c 	PBANKA_1429600	  0.00	 50.00	  0.00
R03662_c	C00002_c + C00065_c + C01650_c  -> C00013_c + C00020_c + C02553_c 	PBANKA_0615400 or PBANKA_1431700	  0.00	 50.00	  0.00
R03663_c	C00002_c + C00188_c + C01651_c  -> C00013_c + C00020_c + C02992_c 	PBANKA_0922300	  0.00	 50.00	  0.00
R03664_c	C00002_c + C00078_c + C00080_c + C01652_c  -> C00013_c + C00020_c + C03512_c 	PBANKA_1350700	  0.00	 50.00	  0.00
R03665_c	C00002_c + C00080_c + C00183_c + C01653_c  -> C00013_c + C00020_c + C02554_c 	PBANKA_1325600	  0.00	 50.00	  0.00
R03905_c	C00008_c + C00009_c + C00025_c + C02282_c  <=> C00001_c + C00002_c + C00064_c + C06112_c 	PBANKA_0718100 and PBANKA_1127500	-50.00	 50.00	  0.00
R03919_c	C02325_c  -> C15806_c 	PBANKA_1228000	  0.00	 50.00	  0.00
R03940_c	C00234_c + C02430_c  <=> C00080_c + C00101_c + C03294_c 	PBANKA_1411600	-50.00	 50.00	  0.00
R04007_c	C02646_c  -> C15804_c 	PBANKA_1228000	  0.00	 50.00	  0.00
R04030_c	C00002_c + C00010_c + C00080_c + C02730_c  -> C00013_c + C00020_c + C03160_c 	PBANKA_1118700	  0.00	 50.00	  0.00
R04212_c	C00008_c + C00009_c + C00025_c + C03402_c  -> C00001_c + C00002_c + C00064_c + C06113_c 	PBANKA_0718100 and PBANKA_1127500	  0.00	 50.00	  0.00
R04247_c	C00063_c + C00080_c + C03557_c  -> C00013_c + C05673_c 	PBANKA_1360500	  0.00	 50.00	  0.00
R04559_c	C04823_c  <=> C00122_c + C04677_c 	PBANKA_0304300	-50.00	 50.00	  0.00
R04771_c	C00001_c + C00002_c + C05335_c  -> C00009_c + C00013_c + C05691_c 	PBANKA_0823100	  0.00	 50.00	  0.00
R04773_c	C00002_c + C01647_c + C05335_c  -> C00013_c + C00020_c + C05336_c 	PBANKA_0518700	  0.00	 50.00	  0.00
R04929_c	C00002_c + C05697_c  -> C00013_c + C05686_c 	PBANKA_1133300 or PBANKA_1133400 or PBANKA_0924900	  0.00	 50.00	  0.00
R04936_c	C00001_c + C05692_c  -> C00212_c + C05698_c 	PBANKA_1235600	  0.00	 50.00	  0.00
R04951_c	C00001_c + C05729_c  -> C00037_c + C05726_c 	PBANKA_1309900	  0.00	 50.00	  0.00
R05052_c	C00026_c + C05947_c  <=> C00025_c + C05946_c 	PBANKA_0302300	-50.00	 50.00	  0.00
R05577_c	C00002_c + C00049_c + C00080_c + C01638_c  -> C00013_c + C00020_c + C02984_c 	PBANKA_0210200	  0.00	 50.00	  0.00
R05578_c	C00002_c + C00025_c + C00080_c + C01641_c  -> C00013_c + C00020_c + C02987_c 	PBANKA_1362000	  0.00	 50.00	  0.00
R05692_c	C00006_c + C00325_c  <=> C00005_c + C00080_c + C01222_c 	PBANKA_1212400	-50.00	 50.00	  0.00
R06447_c	8 C00129_c + C00448_c  <=> 8 C00013_c + C04574_c 	PBANKA_0704200	-50.00	 50.00	  0.00
R06590_c	C00117_c + C12214_c  <=> C05382_c + C12215_c 	PBANKA_0109100	-50.00	 50.00	  0.00
R07324_c	C00092_c  <=> C04006_c 	PBANKA_1111400	-50.00	 50.00	  0.00
R07390_c	2 C00344_c  <=> C00116_c + C05980_c 	PBANKA_0108000	-50.00	 50.00	  0.00
R07443_c	C12205_c  -> C15807_c 	PBANKA_1228000	  0.00	 50.00	  0.00
R07456_c	C00064_c + C00118_c + C00199_c  -> 3 C00001_c + C00009_c + C00018_c + C00025_c + 2 C00080_c 	PBANKA_0931800 and PBANKA_1120200	  0.00	 50.00	  0.00
R08193_c	C00357_c  <=> C04501_c 	PBANKA_0918200	-50.00	 50.00	  0.00
